rep,id,k1,k2,A0,peak
83,226,0.378837,0.0084178,0.0833175,67.2188
84,226,0.320878,0.00935571,0.0437886,68.6934
85,226,0.31054,0.00869214,0.0421855,68.1682
86,226,0.31054,0.00785475,0.0529875,67.8019
87,226,0.322245,0.00838451,0.0460273,69.208
88,226,0.322245,0.00838451,0.0392891,69.208
89,226,0.346218,0.0075237,0.0448222,66.6691
90,226,0.296381,0.0103807,0.0571028,68.9567
91,226,0.296381,0.0103807,0.0571028,73.9408
92,226,0.349643,0.0103807,0.0345003,70.5732
93,226,0.309928,0.00824873,0.0906485,70.179
94,226,0.299584,0.009906,0.0550202,67.7033
1,227,0.401388,0.00641839,0.0632989,70.209
2,227,0.455064,0.00497469,0.0371315,69.8316
3,227,0.405985,0.0067765,0.0418516,72.69
4,227,0.368058,0.00701694,0.0366492,73.7489
5,227,0.380721,0.00573647,0.0709363,72.7394
6,227,0.336463,0.00543537,0.0685143,71.1387
7,227,0.338335,0.00570412,0.0667136,70.5895
8,227,0.362226,0.00545956,0.0514797,67.7134
9,227,0.362226,0.00545956,0.0514797,67.7134
10,227,0.579966,0.00683376,0.0430045,74.864
11,227,0.515095,0.00683376,0.0280903,69.4159
12,227,0.450119,0.00855264,0.0656499,69.0448
13,227,0.355881,0.00855264,0.0347359,69.0448
14,227,0.384659,0.0061938,0.0566404,61.7787
15,227,0.393215,0.00939579,0.0379654,73.7934
16,227,0.373809,0.0070899,0.0442053,71.7119
17,227,0.372723,0.00773979,0.040927,72.9007
18,227,0.389625,0.00696315,0.0526468,68.2031
19,227,0.385753,0.00696315,0.0526468,76.0916
20,227,0.430036,0.00457543,0.0266967,68.6313
21,227,0.394778,0.00692952,0.0389235,71.1972
22,227,0.394778,0.0054274,0.0389235,72.0211
23,227,0.394556,0.00621185,0.0347048,72.3685
24,227,0.390694,0.00725068,0.0647274,70.905
25,227,0.347659,0.00737684,0.0618272,74.9566
26,227,0.385493,0.00621947,0.0548576,66.1374
27,227,0.373668,0.00592034,0.0479342,68.5881
28,227,0.373668,0.00908127,0.0548526,68.712
29,227,0.448697,0.00908127,0.0439741,70.0952
30,227,0.418964,0.00690041,0.0454374,70.5246
31,227,0.342638,0.00753044,0.0443473,69.6381
32,227,0.380527,0.0100959,0.0355536,70.7099
33,227,0.536441,0.00984446,0.0361989,68.4385
34,227,0.427907,0.00788709,0.0405733,68.1265
35,227,0.348282,0.00545171,0.0358372,67.3005
36,227,0.418506,0.00416318,0.0402085,72.705
37,227,0.473988,0.00572761,0.0341952,69.5422
38,227,0.36962,0.00543412,0.0381797,69.5422
39,227,0.391318,0.00776714,0.0423805,69.6709
40,227,0.391318,0.00738838,0.0423805,69.6709
41,227,0.358052,0.00552433,0.0893853,69.517
42,227,0.390294,0.00747752,0.04231,69.572
43,227,0.390294,0.00747752,0.0390206,69.572
44,227,0.390294,0.00747752,0.0427129,72.3875
45,227,0.364061,0.00853048,0.0314924,70.9667
46,227,0.372123,0.00710133,0.10721,67.9603
47,227,0.403466,0.00722711,0.0524974,69.4033
48,227,0.408509,0.00691183,0.0252787,71.097
49,227,0.408509,0.00812856,0.0252787,70.3528
50,227,0.436417,0.00599344,0.0287976,66.837
51,227,0.389465,0.0063889,0.0430017,67.6671
52,227,0.362143,0.0063889,0.0839002,67.6671
53,227,0.399125,0.00742004,0.0356519,68.8406
54,227,0.388381,0.00965375,0.0314945,67.7926
55,227,0.388381,0.00738542,0.0656782,67.7926
56,227,0.413648,0.00758562,0.0390308,71.887
57,227,0.476527,0.00870797,0.0243361,69.1089
58,227,0.356075,0.0101124,0.0374824,74.8765
59,227,0.356075,0.00740096,0.0448607,71.4989
60,227,0.412994,0.00617658,0.0393926,71.9361
61,227,0.412994,0.00617658,0.0393926,72.1663
62,227,0.412994,0.00541856,0.0345829,66.5158
63,227,0.384562,0.00724873,0.0306205,66.5158
64,227,0.382062,0.00786338,0.0336237,67.844
65,227,0.382062,0.00685621,0.0336237,65.0764
66,227,0.362026,0.00886042,0.04677,66.4849
67,227,0.387438,0.00881039,0.0447367,74.8607
68,227,0.443458,0.00497787,0.0415783,68.791
69,227,0.414247,0.00785145,0.0624912,64.4223
70,227,0.473274,0.00467543,0.065435,66.934
71,227,0.422076,0.00491572,0.0362626,66.934
72,227,0.363297,0.0072587,0.0351636,66.934
73,227,0.363297,0.0072587,0.0517041,72.8511
74,227,0.461074,0.00654131,0.0588289,67.6254
75,227,0.379798,0.00855396,0.0262374,70.1111
76,227,0.416383,0.00638465,0.0705444,72.9205
77,227,0.409517,0.00501868,0.0406741,67.498
78,227,0.468067,0.00549569,0.0543526,72.0296
79,227,0.443528,0.00760039,0.0526317,72.9653
80,227,0.39991,0.00521282,0.0454937,67.2382
81,227,0.369216,0.00675593,0.0454937,67.2382
82,227,0.382486,0.00573526,0.0397601,66.7911
83,227,0.397301,0.00629651,0.0297565,66.1117
84,227,0.406501,0.00714487,0.0387501,69.6458
85,227,0.362398,0.0053079,0.0414666,68.3709
86,227,0.407859,0.00914609,0.053664,72.2937
87,227,0.355632,0.00951824,0.0553399,72.2504
88,227,0.376146,0.00875497,0.0668493,74.9478
89,227,0.480045,0.00477761,0.0469401,72.2235
90,227,0.348389,0.00386927,0.0793668,68.5354
91,227,0.408086,0.00782793,0.0346049,66.4611
92,227,0.38861,0.00507198,0.0392074,71.7495
93,227,0.412293,0.00854073,0.0329903,71.5441
94,227,0.412293,0.00685356,0.0303171,71.5441
1,228,0.451827,0.00524108,0.521284,67.1614
2,228,0.467121,0.00561655,0.398366,67.4525
3,228,0.423896,0.00508803,0.398366,66.4796
4,228,0.337603,0.00514671,0.300837,68.1267
5,228,0.301317,0.00543282,0.330783,67.5964
6,228,0.361845,0.00580843,0.3658,75.7746
7,228,0.375813,0.00544936,0.3658,70.5003
8,228,0.347487,0.00692872,0.473588,69.1173
9,228,0.318182,0.00599633,0.43638,72.0585
10,228,0.292037,0.00423028,0.377643,70.202
11,228,0.344257,0.0046281,0.32135,72.5806
12,228,0.310262,0.00646832,0.483073,68.7187
13,228,0.320996,0.00541538,0.425606,70.4497
14,228,0.310123,0.00722867,0.359724,69.2937
15,228,0.293127,0.00510694,0.359724,70.7902
16,228,0.364803,0.00768385,0.408744,69.5533
17,228,0.319178,0.00643174,0.383401,69.681
18,228,0.311419,0.00569308,0.337501,72.5876
19,228,0.290706,0.00485372,0.266749,72.9688
20,228,0.522771,0.00392726,0.344779,68.6051
21,228,0.498265,0.00608995,0.265967,67.3562
22,228,0.386569,0.00494001,0.393378,71.8169
23,228,0.282636,0.00727257,0.404926,69.5651
24,228,0.344884,0.00484737,0.413014,69.6983
25,228,0.3194,0.00448851,0.37472,71.6925
26,228,0.336437,0.00500539,0.406768,67.9312
27,228,0.395654,0.00689178,0.388928,71.4089
28,228,0.381319,0.00535131,0.372633,71.9073
29,228,0.441245,0.00530118,0.245508,67.625
30,228,0.402714,0.00530118,0.426295,68.8477
31,228,0.335994,0.00675816,0.313962,70.2573
32,228,0.355844,0.00675816,0.456712,73.1935
33,228,0.327069,0.0065445,0.481932,67.7449
34,228,0.350834,0.00588376,0.434627,68.6057
35,228,0.371312,0.007315,0.291398,70.003
36,228,0.369199,0.00756685,0.249371,68.7189
37,228,0.314879,0.00393166,0.249371,68.7189
38,228,0.285964,0.00508957,0.313518,74.8212
39,228,0.41742,0.00508957,0.463613,68.3226
40,228,0.313043,0.00508957,0.463613,68.3226
41,228,0.437764,0.00689175,0.277238,70.6763
42,228,0.460151,0.00737352,0.442011,68.2364
43,228,0.347257,0.00804925,0.267435,68.9719
44,228,0.405141,0.00684165,0.384523,69.1156
45,228,0.405141,0.00684165,0.384523,70.4386
46,228,0.30823,0.00684165,0.343801,70.4386
47,228,0.379111,0.0067479,0.276803,68.3703
48,228,0.396389,0.00526891,0.303236,68.5226
49,228,0.290836,0.00608413,0.413851,70.2439
50,228,0.285085,0.00608413,0.356617,68.1318
51,228,0.415773,0.00644785,0.356617,68.1318
52,228,0.258798,0.00294185,0.502305,66.4496
53,228,0.294256,0.00646038,0.26725,69.7837
54,228,0.369817,0.00600187,0.375865,71.6248
55,228,0.369817,0.00600187,0.382176,71.6248
56,228,0.315505,0.00532478,0.382176,71.6248
57,228,0.439454,0.00378554,0.316571,70.6256
58,228,0.439454,0.00378554,0.316571,70.6256
59,228,0.454188,0.00527388,0.323609,67.8039
60,228,0.264152,0.00591482,0.324452,66.6375
61,228,0.436276,0.00643343,0.378713,69.2606
62,228,0.30861,0.00643343,0.488137,65.6173
63,228,0.2942,0.00559444,0.411015,73.5919
64,228,0.313924,0.00518153,0.341954,72.3951
65,228,0.283586,0.00529441,0.424778,69.1863
66,228,0.334236,0.00604151,0.403603,66.1291
67,228,0.345435,0.0058494,0.317552,64.9337
68,228,0.411901,0.00641272,0.317552,73.7858
69,228,0.411901,0.00581372,0.317552,67.6843
70,228,0.279634,0.00544708,0.53727,69.0982
71,228,0.32162,0.00354819,0.403751,69.9303
72,228,0.306032,0.00372243,0.403751,70.3731
73,228,0.348511,0.00405624,0.423881,69.3052
74,228,0.389412,0.00543204,0.295675,72.1182
75,228,0.393796,0.00494495,0.468469,67.4476
76,228,0.291272,0.00455068,0.417085,68.4179
77,228,0.340861,0.00471112,0.425185,64.2054
78,228,0.377691,0.00516837,0.44279,70.5928
79,228,0.354513,0.0043491,0.290351,70.3211
80,228,0.279499,0.00655903,0.361729,68.9742
81,228,0.34559,0.0052541,0.509601,66.7622
82,228,0.320012,0.00509419,0.393178,67.4023
83,228,0.299433,0.00728059,0.393178,71.1536
84,228,0.292242,0.00628839,0.347383,72.2772
85,228,0.342602,0.00463727,0.360231,72.2772
86,228,0.431736,0.00453965,0.463965,74.0638
87,228,0.475906,0.00460833,0.463965,70.518
88,228,0.329436,0.00495829,0.463965,70.518
89,228,0.317504,0.00430944,0.450357,71.7174
90,228,0.307727,0.0070595,0.311698,72.1799
91,228,0.370377,0.00416628,0.364774,73.0777
92,228,0.426681,0.00393088,0.364774,67.1399
93,228,0.272837,0.00589257,0.449052,69.7427
94,228,0.356686,0.00480515,0.337439,69.487
1,229,0.355076,0.00398757,0.0503194,72.8352
2,229,0.398427,0.0055599,0.0457467,69.8902
3,229,0.378884,0.00689676,0.0412532,67.6283
4,229,0.406942,0.00393581,0.0443283,70.149
5,229,0.409334,0.00549036,0.0557492,69.8275
6,229,0.398955,0.00673487,0.0533487,69.2623
7,229,0.373,0.00374521,0.055532,69.3782
8,229,0.38023,0.00535075,0.0669996,71.2466
9,229,0.378767,0.00602945,0.0486567,70.3687
10,229,0.456676,0.00602945,0.11898,66.8085
11,229,0.414597,0.00263373,0.0534175,70.4076
12,229,0.495503,0.00384981,0.0429731,71.4716
13,229,0.397696,0.00677536,0.0515952,66.8734
14,229,0.419005,0.00448276,0.06414,67.7159
15,229,0.406789,0.0052127,0.0539473,72.6421
16,229,0.383065,0.0052127,0.0539473,72.6421
17,229,0.355145,0.00446421,0.0661359,70.4211
18,229,0.392082,0.00446421,0.0661359,70.4211
19,229,0.392082,0.00446421,0.0664137,69.5087
20,229,0.360953,0.00504244,0.0664137,71.5275
21,229,0.38176,0.00592588,0.0588298,71.728
22,229,0.38176,0.00480432,0.0486467,70.0635
23,229,0.423828,0.00572267,0.0410055,69.3727
24,229,0.406161,0.00499404,0.125048,68.835
25,229,0.378055,0.00608923,0.049153,68.7027
26,229,0.404131,0.00438049,0.0638683,69.6535
27,229,0.396156,0.00472073,0.0904015,69.5976
28,229,0.418017,0.00338098,0.0693543,67.5962
29,229,0.432465,0.00407257,0.0445887,70.15
30,229,0.434478,0.00416133,0.0614401,65.5491
31,229,0.398214,0.00454356,0.0444936,65.0186
32,229,0.399455,0.00412224,0.056212,70.5478
33,229,0.35357,0.00387542,0.0572076,67.6097
34,229,0.438397,0.005405,0.0543776,71.9456
35,229,0.492727,0.00384843,0.0543776,70.0157
36,229,0.4074,0.00540186,0.0499587,69.4251
37,229,0.403015,0.00391291,0.0759483,68.9118
38,229,0.425233,0.00686858,0.0447807,70.3614
39,229,0.406961,0.00642211,0.0396746,70.6355
40,229,0.397272,0.00570347,0.0812253,71.4027
41,229,0.431152,0.00341841,0.0543807,68.1971
42,229,0.484366,0.00458056,0.0877172,66.3423
43,229,0.377881,0.00399776,0.0440225,67.5589
44,229,0.477266,0.00471425,0.0534262,70.2637
45,229,0.469122,0.00429935,0.0459724,70.2963
46,229,0.425325,0.00559563,0.0459724,70.2963
47,229,0.442792,0.00513197,0.0483027,70.4213
48,229,0.380142,0.00367399,0.0843754,69.9028
49,229,0.36658,0.00378483,0.131739,69.3612
50,229,0.373493,0.00442417,0.100275,73.4734
51,229,0.381047,0.0054868,0.0768787,74.1315
52,229,0.412448,0.00523797,0.0704628,67.8993
53,229,0.404392,0.0043973,0.0495681,69.4682
54,229,0.404392,0.0043973,0.0495681,68.1228
55,229,0.404392,0.00380039,0.0541761,65.5937
56,229,0.441359,0.00532724,0.0506229,68.3133
57,229,0.424674,0.00443181,0.0435479,69.7009
58,229,0.363789,0.00596363,0.0546828,69.2453
59,229,0.429037,0.00579618,0.0470121,69.2453
60,229,0.388401,0.00483272,0.122344,70.5222
61,229,0.313896,0.00513984,0.15603,69.4866
62,229,0.402059,0.00513984,0.0509352,66.942
63,229,0.429949,0.00513984,0.0487199,66.942
64,229,0.360046,0.00388349,0.0977069,66.4707
65,229,0.441001,0.00603391,0.055024,69.6697
66,229,0.396891,0.00645747,0.0495605,69.4841
67,229,0.412688,0.0055672,0.0357787,70.4487
68,229,0.401463,0.00217019,0.0964685,68.1704
69,229,0.389447,0.00312543,0.057784,71.5192
70,229,0.365813,0.00440927,0.057784,71.6085
71,229,0.36687,0.00435521,0.0647896,71.6085
72,229,0.348977,0.00621294,0.0681648,71.6749
73,229,0.432483,0.00452409,0.0612165,70.2692
74,229,0.403014,0.00496096,0.0829459,72.8068
75,229,0.45873,0.006593,0.0538522,76.1528
76,229,0.488491,0.00558932,0.0449847,71.7878
77,229,0.45622,0.00558932,0.0571699,71.3959
78,229,0.390069,0.00455666,0.0761252,68.1452
79,229,0.419044,0.00455666,0.0761252,68.1452
80,229,0.369128,0.00475304,0.0808585,67.3863
81,229,0.436171,0.00356673,0.0538883,69.9306
82,229,0.436171,0.00356673,0.0781125,69.9306
83,229,0.46715,0.00404946,0.0556471,70.1332
84,229,0.405187,0.00342486,0.044252,69.9607
85,229,0.40502,0.00536899,0.0794907,67.4954
86,229,0.331136,0.00503229,0.121728,67.0146
87,229,0.364392,0.00466031,0.101502,72.6464
88,229,0.38501,0.00671294,0.105775,73.9084
89,229,0.38501,0.00495871,0.105775,64.9048
90,229,0.407423,0.00512341,0.0847951,63.7227
91,229,0.378369,0.00592496,0.0750923,70.7789
92,229,0.349818,0.00378027,0.0659958,69.764
93,229,0.421515,0.00716128,0.0743045,71.0672
94,229,0.421515,0.00603058,0.0531815,71.0672
1,230,0.35047,0.0126942,0.0715231,68.569
2,230,0.369227,0.0116438,0.14966,68.2681
3,230,0.414338,0.0103991,0.0932985,72.0708
4,230,0.358801,0.0121027,0.092433,74.1904
5,230,0.330211,0.016515,0.0848146,74.0905
6,230,0.399105,0.0106892,0.0673262,68.0293
7,230,0.346495,0.0107209,0.130306,70.145
8,230,0.281844,0.0142998,0.16416,72.2798
9,230,0.352178,0.0120507,0.0914246,69.7214
10,230,0.32081,0.0120507,0.109044,70.6484
11,230,0.35585,0.0150995,0.131456,70.4278
12,230,0.322699,0.0110049,0.113007,67.4981
13,230,0.348969,0.011007,0.106159,68.3153
14,230,0.312192,0.0105327,0.0929753,69.998
15,230,0.329155,0.00867742,0.12643,71.5018
16,230,0.392835,0.0130297,0.129843,68.4648
17,230,0.404518,0.00960335,0.129843,69.7741
18,230,0.362617,0.00989977,0.06188,69.1723
19,230,0.332716,0.0129486,0.058045,70.1358
20,230,0.314097,0.0135884,0.142424,69.4668
21,230,0.354438,0.0118551,0.123997,69.6794
22,230,0.350293,0.0104152,0.112027,67.5649
23,230,0.316234,0.0114825,0.121661,67.4732
24,230,0.368296,0.010413,0.139487,64.476
25,230,0.334446,0.00872605,0.087125,65.3518
26,230,0.316671,0.0146111,0.113716,67.4271
27,230,0.339078,0.0106142,0.128568,70.5846
28,230,0.344487,0.0117806,0.072898,68.5438
29,230,0.330632,0.010657,0.0710393,67.1966
30,230,0.330848,0.0111558,0.0797117,67.5451
31,230,0.330848,0.0121176,0.105912,68.0704
32,230,0.318578,0.0126081,0.126249,67.5206
33,230,0.31842,0.011544,0.108302,68.9843
34,230,0.31842,0.011544,0.0981087,68.9843
35,230,0.375677,0.011544,0.169035,68.9843
36,230,0.327011,0.010791,0.116474,68.9894
37,230,0.342865,0.0124979,0.119283,70.0078
38,230,0.300888,0.0122842,0.135041,69.0532
39,230,0.324678,0.0098262,0.0856937,73.8669
40,230,0.324481,0.0137194,0.121955,68.8451
41,230,0.296582,0.0137194,0.108027,67.1694
42,230,0.320507,0.0110185,0.119972,70.0516
43,230,0.393295,0.0132993,0.0948458,72.3533
44,230,0.306515,0.0132993,0.130862,72.3533
45,230,0.418768,0.0114403,0.111992,69.931
46,230,0.295005,0.00877312,0.12485,69.2886
47,230,0.295005,0.0059698,0.107323,69.2886
48,230,0.35026,0.0123433,0.0862151,66.7364
49,230,0.35026,0.00816046,0.0862151,66.7364
50,230,0.322582,0.01134,0.10058,65.6467
51,230,0.308561,0.0107562,0.255878,67.2081
52,230,0.406156,0.00986165,0.159991,69.0897
53,230,0.333951,0.0131619,0.0876546,69.5896
54,230,0.321122,0.011678,0.10661,70.2268
55,230,0.321122,0.0155135,0.092882,70.2268
56,230,0.321122,0.00688023,0.109403,76.8964
57,230,0.339239,0.0118121,0.0815353,75.467
58,230,0.298631,0.0144145,0.122828,71.0343
59,230,0.315958,0.0102079,0.100745,69.837
60,230,0.338166,0.00610228,0.0843668,73.4695
61,230,0.306142,0.00858828,0.117349,69.2213
62,230,0.338036,0.00700371,0.0838868,69.2213
63,230,0.371839,0.00618196,0.133376,67.647
64,230,0.528335,0.0118037,0.0913615,72.4106
65,230,0.32848,0.00965328,0.0619418,67.1284
66,230,0.46557,0.00914511,0.121661,69.1866
67,230,0.400173,0.00818583,0.107529,66.9101
68,230,0.317139,0.00900671,0.0942943,69.8226
69,230,0.302955,0.0113404,0.129753,71.6712
70,230,0.334361,0.0134575,0.06584,71.6712
71,230,0.355606,0.0134575,0.0846963,71.6712
72,230,0.3726,0.0134575,0.0846963,70.1939
73,230,0.379665,0.0134575,0.0846963,67.4694
74,230,0.369282,0.0138921,0.0846963,74.6237
75,230,0.327521,0.0125712,0.10547,67.8541
76,230,0.312845,0.0125712,0.088832,67.8541
77,230,0.312845,0.0125712,0.088832,67.2524
78,230,0.400704,0.0115719,0.1136,69.1312
79,230,0.395312,0.0132691,0.154095,68.6557
80,230,0.300227,0.0107778,0.119597,67.3098
81,230,0.330648,0.0121058,0.118974,69.8414
82,230,0.340147,0.0108922,0.111306,65.3032
83,230,0.340147,0.0112981,0.129059,64.9583
84,230,0.323837,0.0122665,0.13617,66.5712
85,230,0.390279,0.0127224,0.114726,72.5428
86,230,0.344031,0.0127802,0.121187,67.2752
87,230,0.379093,0.011842,0.0817503,66.5267
88,230,0.314925,0.0133312,0.104987,65.725
89,230,0.419557,0.00930898,0.152724,65.725
90,230,0.353695,0.0105488,0.0918233,67.8633
91,230,0.353695,0.0105488,0.0918233,66.5101
92,230,0.363883,0.0141014,0.127217,67.3795
93,230,0.274125,0.0120729,0.272616,65.7385
94,230,0.288274,0.0147651,0.135672,69.6483
1,231,0.324399,0.00828308,0.114421,70.3055
2,231,0.367963,0.00955971,0.100564,66.6516
3,231,0.449233,0.00845434,0.146611,70.2636
4,231,0.300835,0.00814595,0.186491,70.4009
5,231,0.347731,0.00814595,0.137882,68.6196
6,231,0.332933,0.00753254,0.123927,72.0126
7,231,0.317234,0.00677979,0.141934,72.7949
8,231,0.296919,0.00833779,0.141934,71.2711
9,231,0.317487,0.00702993,0.102841,69.8089
10,231,0.329372,0.0079001,0.114697,70.1249
11,231,0.296907,0.00748308,0.137829,69.2716
12,231,0.309495,0.00795088,0.114522,70.6635
13,231,0.340988,0.00596224,0.132046,70.3998
14,231,0.322639,0.00439318,0.161522,64.2678
15,231,0.273382,0.00820782,0.161522,73.928
16,231,0.32524,0.0071864,0.244672,70.7917
17,231,0.299366,0.00608469,0.167233,73.51
18,231,0.324559,0.00502215,0.120938,70.0448
19,231,0.320497,0.00565462,0.120938,70.0448
20,231,0.308495,0.00565462,0.120946,70.0448
21,231,0.30863,0.00887761,0.184878,69.3521
22,231,0.283526,0.00629316,0.184878,69.3521
23,231,0.275601,0.00601906,0.224057,67.7724
24,231,0.304085,0.00775419,0.171563,63.2825
25,231,0.310608,0.00905322,0.207629,63.2326
26,231,0.319945,0.00642234,0.176151,69.4548
27,231,0.368811,0.00894854,0.192982,70.6091
28,231,0.368811,0.00894854,0.142133,67.2862
29,231,0.357166,0.0103363,0.142312,71.1574
30,231,0.361278,0.00711932,0.138887,72.3581
31,231,0.291583,0.00940829,0.134178,68.1555
32,231,0.315529,0.00842995,0.203034,67.9044
33,231,0.334533,0.00672297,0.106841,69.8152
34,231,0.286255,0.00727683,0.145574,68.7585
35,231,0.282368,0.0065967,0.140961,67.3499
36,231,0.300336,0.0076925,0.122108,71.5765
37,231,0.371889,0.00664684,0.10673,70.9975
38,231,0.336467,0.00821237,0.155662,70.8348
39,231,0.293698,0.00786929,0.133497,70.5967
40,231,0.339895,0.0071006,0.133497,70.5967
41,231,0.326997,0.00489851,0.108201,66.8781
42,231,0.362939,0.00643366,0.0961214,66.0162
43,231,0.385045,0.00805276,0.105724,70.8484
44,231,0.311534,0.00774718,0.128961,69.4721
45,231,0.358029,0.00777777,0.123263,69.2088
46,231,0.326905,0.00777777,0.123263,71.4627
47,231,0.313952,0.00667587,0.181921,68.9493
48,231,0.336206,0.00861243,0.105779,72.0272
49,231,0.336206,0.00861243,0.105779,72.0272
50,231,0.493522,0.00858021,0.106248,70.2535
51,231,0.490729,0.00699009,0.162665,67.1795
52,231,0.457333,0.00801331,0.142142,66.5422
53,231,0.318725,0.00995706,0.134632,68.9709
54,231,0.327076,0.00543945,0.181724,69.2915
55,231,0.350414,0.0055371,0.117722,68.9201
56,231,0.275303,0.00854458,0.117683,70.9772
57,231,0.297961,0.00616341,0.192423,71.7332
58,231,0.297353,0.00812345,0.192651,72.4119
59,231,0.297353,0.00812345,0.150798,72.4119
60,231,0.304015,0.0089247,0.105695,70.3298
61,231,0.304015,0.0089247,0.105695,73.8812
62,231,0.425936,0.00987978,0.120551,73.0937
63,231,0.561254,0.00789093,0.121488,68.796
64,231,0.429516,0.0109987,0.159164,69.3587
65,231,0.265105,0.00732301,0.183644,72.6477
66,231,0.324023,0.00688719,0.0917416,70.633
67,231,0.324023,0.00688719,0.0982783,70.633
68,231,0.359982,0.00599382,0.115365,70.7909
69,231,0.280238,0.00696502,0.150909,70.9547
70,231,0.28437,0.00841093,0.127627,74.1189
71,231,0.305025,0.00693702,0.129902,67.3426
72,231,0.289597,0.00823753,0.116883,66.6156
73,231,0.313552,0.00757502,0.184829,72.9367
74,231,0.288869,0.00579749,0.220205,72.2832
75,231,0.293206,0.00763427,0.142615,70.9562
76,231,0.402765,0.00834246,0.163421,71.9713
77,231,0.312488,0.00703157,0.105581,72.1318
78,231,0.270574,0.00589747,0.186505,72.1318
79,231,0.266189,0.00669496,0.24244,69.7703
80,231,0.266189,0.00668316,0.173074,70.6417
81,231,0.447072,0.00669756,0.144962,71.4399
82,231,0.447072,0.00669756,0.144962,73.5591
83,231,0.275633,0.00782017,0.152684,70.1636
84,231,0.316283,0.00645837,0.107348,68.8539
85,231,0.273208,0.00675346,0.13534,72.6729
86,231,0.281886,0.00968077,0.135029,75.02
87,231,0.326693,0.00855607,0.0974714,74.6286
88,231,0.29826,0.00744539,0.20513,68.3108
89,231,0.340936,0.00697053,0.135034,69.5565
90,231,0.378193,0.00732221,0.137429,63.9138
91,231,0.36496,0.00557618,0.129043,74.636
92,231,0.360111,0.00728436,0.13804,74.636
93,231,0.336375,0.00697232,0.0980672,71.8911
94,231,0.338258,0.00696184,0.20142,66.6089
1,232,0.437474,0.00585194,0.122198,70.772
2,232,0.348453,0.00554299,0.105414,63.8251
3,232,0.377008,0.0068558,0.193293,65.5074
4,232,0.412538,0.00538323,0.256351,64.1362
5,232,0.31469,0.00777363,0.127401,64.1362
6,232,0.383616,0.0073999,0.0802411,73.7905
7,232,0.383616,0.0073999,0.0802411,73.7905
8,232,0.372738,0.00556929,0.101532,69.0035
9,232,0.379314,0.00556929,0.101532,68.8024
10,232,0.349378,0.00563356,0.0997211,68.8024
11,232,0.404397,0.00965316,0.138954,70.7866
12,232,0.388812,0.00696031,0.0836203,68.9078
13,232,0.388812,0.00673465,0.0836203,69.19
14,232,0.345232,0.00866393,0.123145,70.3811
15,232,0.36567,0.00866393,0.0753462,69.9247
16,232,0.366199,0.00927275,0.0997333,72.0595
17,232,0.366199,0.00717519,0.175937,72.4488
18,232,0.415391,0.00824454,0.139813,71.3944
19,232,0.415391,0.00861617,0.117477,71.6084
20,232,0.356564,0.00585829,0.12325,70.1706
21,232,0.44991,0.00733624,0.129456,68.3782
22,232,0.327675,0.00733624,0.129456,68.3782
23,232,0.367193,0.00668262,0.211489,64.3436
24,232,0.350791,0.00486439,0.0969626,69.2161
25,232,0.39316,0.0060765,0.0969626,69.2161
26,232,0.415398,0.00825686,0.107959,69.7313
27,232,0.385835,0.00531372,0.110134,69.1553
28,232,0.384242,0.00553614,0.126163,68.3101
29,232,0.363844,0.00718137,0.103414,66.4712
30,232,0.441028,0.00808677,0.0947609,64.2164
31,232,0.503938,0.00848756,0.103393,74.0499
32,232,0.39826,0.0101819,0.0971483,75.7647
33,232,0.388337,0.00879515,0.115447,70.8968
34,232,0.333065,0.00870827,0.11858,75.9611
35,232,0.421149,0.0109666,0.0786046,72.1483
36,232,0.408345,0.00569133,0.0786046,66.6154
37,232,0.340946,0.00610759,0.0711898,73.8455
38,232,0.387984,0.00911508,0.116902,68.6758
39,232,0.387984,0.00911508,0.109031,70.1067
40,232,0.375937,0.00573379,0.0943428,67.7988
41,232,0.386451,0.00733524,0.0894621,67.4132
42,232,0.387467,0.00444944,0.111105,73.575
43,232,0.333502,0.00513213,0.111105,73.575
44,232,0.319695,0.0068405,0.0950683,70.5618
45,232,0.334003,0.00675135,0.0887608,67.2061
46,232,0.467346,0.00553756,0.0871509,68.7902
47,232,0.377105,0.00660931,0.113757,72.4111
48,232,0.311264,0.0083222,0.134714,72.4111
49,232,0.319338,0.00728799,0.0942518,67.3552
50,232,0.314572,0.00480973,0.209096,73.4623
51,232,0.384065,0.00896881,0.115282,69.0959
52,232,0.327372,0.00896881,0.115282,69.0959
53,232,0.327372,0.00565788,0.121241,70.3292
54,232,0.310982,0.00990487,0.131219,74.0134
55,232,0.403208,0.00990487,0.131219,74.0134
56,232,0.473823,0.00482351,0.154893,74.0414
57,232,0.32677,0.00726465,0.0918676,74.0886
58,232,0.336461,0.00597378,0.0940409,68.6795
59,232,0.540555,0.00808145,0.0638176,69.3654
60,232,0.537055,0.0041473,0.118852,71.751
61,232,0.512198,0.0034753,0.128914,67.6812
62,232,0.394464,0.00558557,0.0841527,67.6812
63,232,0.361611,0.0102229,0.118171,71.7209
64,232,0.313421,0.00992775,0.141602,68.6223
65,232,0.38972,0.00677394,0.102766,68.5008
66,232,0.391609,0.00770515,0.0722024,76.3212
67,232,0.419828,0.00828649,0.0794908,69.5479
68,232,0.485082,0.00537782,0.139377,67.3744
69,232,0.415669,0.00746555,0.0994821,69.9665
70,232,0.342096,0.00766945,0.0856869,68.9406
