rep,id,k1,k2,A0,peak,Vaccine_Group
70,8,0.535475,0.000161739,0.00788606,67.2027,0.5ug Pfizer
71,8,0.541667,0.000249045,0.00631577,67.0966,0.5ug Pfizer
72,8,0.558712,0.000107312,0.00777183,66.8608,0.5ug Pfizer
73,8,0.440112,0.000214929,0.00857117,67.7211,0.5ug Pfizer
74,8,0.557863,0.000217972,0.00605559,68.2653,0.5ug Pfizer
75,8,0.507328,0.000253557,0.0041004,66.6508,0.5ug Pfizer
76,8,0.515161,0.000161112,0.00585432,67.233,0.5ug Pfizer
77,8,0.490262,0.000133135,0.00835689,67.2772,0.5ug Pfizer
78,8,0.508434,0.000133104,0.00407413,67.5491,0.5ug Pfizer
79,8,0.526644,0.000105898,0.00559806,66.7522,0.5ug Pfizer
80,8,0.521691,0.000185127,0.00835028,66.5806,0.5ug Pfizer
81,8,0.510952,0.000323558,0.0054657,67.4026,0.5ug Pfizer
82,8,0.492006,0.000128951,0.00575696,67.6028,0.5ug Pfizer
83,8,0.477698,6.23902e-05,0.00572878,66.6268,0.5ug Pfizer
84,8,0.555844,0.000289785,0.00550583,67.1047,0.5ug Pfizer
85,8,0.503438,0.000206555,0.00564735,66.5716,0.5ug Pfizer
86,8,0.598024,0.000135892,0.00473326,66.2765,0.5ug Pfizer
87,8,0.54364,0.00013232,0.00529187,67.6603,0.5ug Pfizer
88,8,0.477216,0.000217539,0.00803887,67.818,0.5ug Pfizer
89,8,0.47001,9.30271e-05,0.00823895,66.8369,0.5ug Pfizer
90,8,0.527915,4.06327e-05,0.00452996,67.794,0.5ug Pfizer
91,8,0.527995,0.000217494,0.00567148,67.9819,0.5ug Pfizer
92,8,0.494459,0.000136529,0.00548389,67.1304,0.5ug Pfizer
93,8,0.527913,6.02668e-05,0.0067438,67.8018,0.5ug Pfizer
94,8,0.499134,0.00011365,0.00340415,66.5086,0.5ug Pfizer
95,8,0.455435,0.000405395,0.00327656,67.5211,0.5ug Pfizer
96,8,0.476999,0.000510976,0.00724696,66.9734,0.5ug Pfizer
97,8,0.486605,0.000237559,0.00979089,66.55,0.5ug Pfizer
98,8,0.512723,8.96349e-05,0.00925364,66.4199,0.5ug Pfizer
99,8,0.482035,0.000140379,0.00406368,67.1326,0.5ug Pfizer
100,8,0.477671,0.000151842,0.00792098,67.2165,0.5ug Pfizer
1,9,0.4661,0.000376342,0.00796858,68.0737,0.5ug Pfizer
2,9,0.574571,0.000243958,0.0044985,67.3697,0.5ug Pfizer
3,9,0.530284,0.000620275,0.00702057,67.6035,0.5ug Pfizer
4,9,0.487382,0.00116729,0.00771481,67.3074,0.5ug Pfizer
5,9,0.539981,0.000209095,0.00486387,68.112,0.5ug Pfizer
6,9,0.477756,0.000307184,0.00521646,67.5881,0.5ug Pfizer
7,9,0.558965,5.58623e-05,0.00504687,66.6235,0.5ug Pfizer
8,9,0.524049,0.000185266,0.00465346,66.4666,0.5ug Pfizer
9,9,0.472551,0.000437349,0.00807694,66.3119,0.5ug Pfizer
10,9,0.524391,0.000281968,0.00633563,68.2987,0.5ug Pfizer
11,9,0.493675,0.000236201,0.011261,67.0629,0.5ug Pfizer
12,9,0.523709,0.00128588,0.0041105,66.9239,0.5ug Pfizer
13,9,0.548225,0.000107427,0.0123313,67.1684,0.5ug Pfizer
14,9,0.500009,0.000571105,0.0108623,67.0869,0.5ug Pfizer
15,9,0.526593,0.000546284,0.00521997,66.7767,0.5ug Pfizer
16,9,0.504319,0.000163935,0.00843804,66.746,0.5ug Pfizer
17,9,0.506583,0.000128035,0.00842924,67.3409,0.5ug Pfizer
18,9,0.496925,0.00014454,0.00929072,67.5243,0.5ug Pfizer
19,9,0.504657,0.000184586,0.00927554,67.6631,0.5ug Pfizer
20,9,0.474144,0.000695738,0.00689087,66.7096,0.5ug Pfizer
21,9,0.519575,0.000785544,0.0126202,67.0141,0.5ug Pfizer
22,9,0.520995,7.80126e-05,0.00594391,66.8856,0.5ug Pfizer
23,9,0.495067,0.000683168,0.00878407,66.901,0.5ug Pfizer
24,9,0.453749,0.000161491,0.00976851,67.0973,0.5ug Pfizer
25,9,0.548095,0.000108999,0.00693434,67.1049,0.5ug Pfizer
26,9,0.513272,0.000206044,0.00432528,67.0804,0.5ug Pfizer
27,9,0.505308,0.000264429,0.00778813,67.0565,0.5ug Pfizer
28,9,0.437476,0.000349607,0.00996551,66.6998,0.5ug Pfizer
29,9,0.558024,0.000284749,0.00630008,67.049,0.5ug Pfizer
30,9,0.4296,0.000167189,0.00715905,66.7825,0.5ug Pfizer
31,9,0.5143,0.000239987,0.00872795,67.0305,0.5ug Pfizer
32,9,0.542576,0.000747619,0.0105433,66.2442,0.5ug Pfizer
33,9,0.517225,6.31081e-05,0.0144912,66.4386,0.5ug Pfizer
34,9,0.522533,6.87725e-05,0.00578733,67.0531,0.5ug Pfizer
35,9,0.536912,0.000193876,0.00703462,68.473,0.5ug Pfizer
36,9,0.468176,6.34898e-05,0.005924,67.4786,0.5ug Pfizer
37,9,0.537116,0.000241251,0.00503755,67.105,0.5ug Pfizer
38,9,0.56396,0.000563982,0.00559634,66.6384,0.5ug Pfizer
39,9,0.542068,0.000698288,0.00423312,67.2773,0.5ug Pfizer
40,9,0.551141,0.000174683,0.00653345,65.9046,0.5ug Pfizer
41,9,0.53953,0.00012611,0.0112628,67.6428,0.5ug Pfizer
42,9,0.548502,0.000316699,0.00272762,67.8319,0.5ug Pfizer
43,9,0.555051,0.000488289,0.00520913,66.8026,0.5ug Pfizer
44,9,0.513558,0.000163254,0.00869946,66.8124,0.5ug Pfizer
45,9,0.534505,0.000184589,0.00374375,66.741,0.5ug Pfizer
46,9,0.543254,0.00024561,0.00616894,66.7816,0.5ug Pfizer
47,9,0.531409,0.000237004,0.010758,67.6631,0.5ug Pfizer
48,9,0.568687,1.8122e-05,0.00500252,67.2839,0.5ug Pfizer
49,9,0.501014,0.000201031,0.00988351,66.6275,0.5ug Pfizer
50,9,0.56708,0.000198805,0.00577647,67.0724,0.5ug Pfizer
51,9,0.486332,0.00028012,0.0131636,66.906,0.5ug Pfizer
52,9,0.549436,7.01194e-05,0.00612462,68.0116,0.5ug Pfizer
53,9,0.477991,0.000404334,0.0105126,66.2668,0.5ug Pfizer
54,9,0.511799,0.00018309,0.00657102,67.4223,0.5ug Pfizer
55,9,0.49201,0.00031593,0.00562159,66.5289,0.5ug Pfizer
56,9,0.510771,0.000153731,0.0113196,67.2199,0.5ug Pfizer
57,9,0.513345,0.000446091,0.0138291,67.1335,0.5ug Pfizer
58,9,0.527542,0.000123512,0.00788757,66.3454,0.5ug Pfizer
59,9,0.530822,0.00086727,0.0133832,65.8522,0.5ug Pfizer
60,9,0.515754,0.0001858,0.00803997,66.8786,0.5ug Pfizer
61,9,0.530422,0.000308371,0.01143,66.704,0.5ug Pfizer
62,9,0.532033,0.000808824,0.00644335,67.0781,0.5ug Pfizer
63,9,0.492638,0.000434165,0.00594211,66.382,0.5ug Pfizer
64,9,0.543637,0.000118132,0.00733096,68.1584,0.5ug Pfizer
65,9,0.516807,0.000778925,0.0101103,67.2406,0.5ug Pfizer
66,9,0.57187,0.000242728,0.00699329,67.3783,0.5ug Pfizer
67,9,0.568523,0.000702737,0.00618345,66.6446,0.5ug Pfizer
68,9,0.585044,0.000337241,0.00621027,66.1828,0.5ug Pfizer
69,9,0.496406,7.82701e-05,0.012805,66.7176,0.5ug Pfizer
70,9,0.477572,0.000189535,0.00383314,67.475,0.5ug Pfizer
71,9,0.515819,0.000130465,0.00773375,66.8318,0.5ug Pfizer
72,9,0.556186,0.000110173,0.00803565,67.1515,0.5ug Pfizer
73,9,0.468241,0.000158568,0.00637574,67.8372,0.5ug Pfizer
74,9,0.50859,0.000251577,0.00489129,66.0513,0.5ug Pfizer
75,9,0.538954,0.000116397,0.00644648,67.1951,0.5ug Pfizer
76,9,0.536225,0.000615487,0.00986935,66.1206,0.5ug Pfizer
77,9,0.536663,8.37387e-05,0.0057517,66.7867,0.5ug Pfizer
78,9,0.520488,0.00085533,0.00918281,65.7994,0.5ug Pfizer
79,9,0.560397,5.95183e-05,0.005815,65.6467,0.5ug Pfizer
80,9,0.523867,0.000236438,0.00568912,66.2847,0.5ug Pfizer
81,9,0.541795,0.00020599,0.00528119,67.4212,0.5ug Pfizer
82,9,0.527716,7.89969e-05,0.00786523,67.1185,0.5ug Pfizer
83,9,0.546611,8.84233e-05,0.00700289,66.8449,0.5ug Pfizer
84,9,0.499732,0.000141572,0.00512855,67.332,0.5ug Pfizer
85,9,0.513209,9.5724e-05,0.00523473,66.3721,0.5ug Pfizer
86,9,0.489693,0.00042209,0.0108991,67.3545,0.5ug Pfizer
87,9,0.473191,0.000439093,0.0141687,66.3669,0.5ug Pfizer
88,9,0.51862,0.000155891,0.00817584,67.0833,0.5ug Pfizer
89,9,0.50875,0.00135515,0.00738683,66.7048,0.5ug Pfizer
90,9,0.51725,0.000306619,0.00804894,67.1505,0.5ug Pfizer
91,9,0.525724,0.000630588,0.00703583,66.7212,0.5ug Pfizer
92,9,0.549639,0.000253378,0.00779811,66.4897,0.5ug Pfizer
93,9,0.463547,0.000956386,0.00769851,67.2636,0.5ug Pfizer
94,9,0.516231,0.000463561,0.0056303,67.2011,0.5ug Pfizer
95,9,0.518136,0.000194845,0.0132152,66.5311,0.5ug Pfizer
96,9,0.504897,0.000244262,0.00673922,66.7863,0.5ug Pfizer
97,9,0.490457,0.000393022,0.00805621,65.6502,0.5ug Pfizer
98,9,0.569778,0.00033262,0.00673922,66.7863,0.5ug Pfizer
99,9,0.468928,0.0022555,0.0112419,67.2045,0.5ug Pfizer
100,9,0.619152,0.000615361,0.00357608,66.739,0.5ug Pfizer
1,10,0.487515,0.000686787,0.00605331,66.956,0.5ug Pfizer
2,10,0.492057,0.000647247,0.00741677,67.8612,0.5ug Pfizer
3,10,0.53615,0.00034872,0.00585118,66.7259,0.5ug Pfizer
4,10,0.502539,0.000221569,0.00700219,67.6216,0.5ug Pfizer
5,10,0.510345,0.000128472,0.00435659,66.2304,0.5ug Pfizer
6,10,0.51008,0.000283904,0.00532329,67.1226,0.5ug Pfizer
7,10,0.528172,0.000341404,0.00723951,67.437,0.5ug Pfizer
8,10,0.564569,8.78432e-05,0.00444531,67.1395,0.5ug Pfizer
9,10,0.546292,0.000349389,0.0042433,66.308,0.5ug Pfizer
10,10,0.523451,0.000108799,0.00691882,66.6067,0.5ug Pfizer
11,10,0.451077,0.000310589,0.00653157,66.3325,0.5ug Pfizer
12,10,0.507496,5.65897e-05,0.00805254,67.1294,0.5ug Pfizer
13,10,0.466324,0.000132527,0.0068027,67.7442,0.5ug Pfizer
14,10,0.461184,0.000101502,0.00618912,66.975,0.5ug Pfizer
15,10,0.50656,0.000299877,0.00286451,67.1396,0.5ug Pfizer
16,10,0.491677,0.000242071,0.00536685,67.0691,0.5ug Pfizer
17,10,0.499779,0.00026788,0.00607012,67.1717,0.5ug Pfizer
18,10,0.479328,0.000109894,0.011493,66.6564,0.5ug Pfizer
19,10,0.558291,0.000198224,0.0059198,66.4973,0.5ug Pfizer
20,10,0.497313,0.000121968,0.0069416,66.3844,0.5ug Pfizer
21,10,0.463307,0.000147411,0.00777106,67.9632,0.5ug Pfizer
22,10,0.516374,0.000382475,0.00334828,67.3821,0.5ug Pfizer
23,10,0.562509,0.00032185,0.00381359,66.9249,0.5ug Pfizer
24,10,0.511716,0.000288508,0.00641199,68.054,0.5ug Pfizer
25,10,0.490293,4.68142e-05,0.0138264,66.3624,0.5ug Pfizer
26,10,0.502086,9.2947e-05,0.00810281,67.4364,0.5ug Pfizer
27,10,0.453502,0.000338117,0.0148971,67.1009,0.5ug Pfizer
28,10,0.49763,0.000228847,0.00590084,66.7086,0.5ug Pfizer
29,10,0.481223,8.1838e-05,0.00920211,66.6043,0.5ug Pfizer
30,10,0.499495,0.000152071,0.00647674,67.9596,0.5ug Pfizer
31,10,0.50161,7.96223e-05,0.0111377,66.903,0.5ug Pfizer
32,10,0.494223,0.000365682,0.00629943,67.122,0.5ug Pfizer
33,10,0.453497,0.000358759,0.00496665,67.3108,0.5ug Pfizer
34,10,0.547469,0.000635361,0.00635402,66.8546,0.5ug Pfizer
35,10,0.515234,0.000131118,0.0045685,67.0624,0.5ug Pfizer
36,10,0.452435,5.91914e-05,0.0129883,67.369,0.5ug Pfizer
37,10,0.468979,0.000259394,0.00722783,67.4784,0.5ug Pfizer
38,10,0.501419,0.000205724,0.00499785,67.287,0.5ug Pfizer
39,10,0.505583,8.06852e-05,0.0122543,67.6487,0.5ug Pfizer
40,10,0.517648,0.000127753,0.0038189,67.9138,0.5ug Pfizer
41,10,0.567977,0.000224345,0.00498025,67.0555,0.5ug Pfizer
42,10,0.561022,0.000140417,0.00609604,67.4801,0.5ug Pfizer
43,10,0.479339,0.000275895,0.0132334,66.6853,0.5ug Pfizer
44,10,0.486711,0.000575028,0.00307488,66.8253,0.5ug Pfizer
45,10,0.531629,0.000346486,0.00484575,67.1334,0.5ug Pfizer
46,10,0.495822,5.33731e-05,0.00634982,67.1986,0.5ug Pfizer
47,10,0.493666,0.000799506,0.00317117,65.7694,0.5ug Pfizer
48,10,0.467902,0.0002157,0.00799932,66.8653,0.5ug Pfizer
49,10,0.500598,0.000228511,0.00814107,66.8805,0.5ug Pfizer
50,10,0.538396,0.000175482,0.00376895,67.7457,0.5ug Pfizer
51,10,0.497525,0.000373113,0.00618046,66.248,0.5ug Pfizer
52,10,0.465806,0.000526376,0.00576335,67.4177,0.5ug Pfizer
53,10,0.516703,0.000153252,0.00618046,67.2746,0.5ug Pfizer
54,10,0.465,0.000499727,0.00882526,67.0631,0.5ug Pfizer
55,10,0.514351,0.000300941,0.00532025,67.2221,0.5ug Pfizer
56,10,0.482394,0.000223563,0.00617129,68.0285,0.5ug Pfizer
57,10,0.489396,0.000615093,0.00817156,67.3796,0.5ug Pfizer
58,10,0.477411,0.000570106,0.010999,67.9841,0.5ug Pfizer
59,10,0.451968,0.000614852,0.00801681,66.7309,0.5ug Pfizer
60,10,0.464762,7.09553e-05,0.010105,66.3547,0.5ug Pfizer
61,10,0.510504,0.000317359,0.00801681,66.7309,0.5ug Pfizer
62,10,0.451743,6.28607e-05,0.00608714,67.2193,0.5ug Pfizer
63,10,0.506956,0.000125047,0.00782872,67.5794,0.5ug Pfizer
64,10,0.547058,0.000194619,0.00285679,67.1148,0.5ug Pfizer
65,10,0.556504,4.88875e-05,0.00341793,66.756,0.5ug Pfizer
66,10,0.495364,0.000367218,0.0041216,67.0105,0.5ug Pfizer
67,10,0.514117,0.000313203,0.00521804,66.9575,0.5ug Pfizer
68,10,0.500465,0.000219972,0.00483,66.8891,0.5ug Pfizer
69,10,0.491042,0.00015434,0.00789371,66.1637,0.5ug Pfizer
70,10,0.473505,0.000156238,0.0082051,67.0236,0.5ug Pfizer
71,10,0.479475,0.000546183,0.0069292,67.2255,0.5ug Pfizer
72,10,0.452139,0.000571764,0.0042618,66.1252,0.5ug Pfizer
73,10,0.496787,0.000166677,0.00774133,66.6485,0.5ug Pfizer
74,10,0.453951,0.00104781,0.0169107,67.095,0.5ug Pfizer
75,10,0.44799,4.8531e-05,0.0055741,67.0338,0.5ug Pfizer
76,10,0.474717,2.69386e-05,0.00548524,66.8779,0.5ug Pfizer
77,10,0.510188,0.00030747,0.00762671,66.6708,0.5ug Pfizer
78,10,0.52461,0.00073423,0.00639337,67.6656,0.5ug Pfizer
79,10,0.464946,0.000218552,0.00819025,66.9692,0.5ug Pfizer
80,10,0.464289,0.000197647,0.0138493,68.2096,0.5ug Pfizer
81,10,0.564398,0.000345993,0.00262391,67.5246,0.5ug Pfizer
82,10,0.580226,0.000422841,0.00371472,66.6421,0.5ug Pfizer
83,10,0.523597,0.000248893,0.00849505,67.7375,0.5ug Pfizer
84,10,0.419364,0.000249877,0.00777813,67.2224,0.5ug Pfizer
85,10,0.525985,0.000138551,0.00840106,67.7096,0.5ug Pfizer
86,10,0.546862,0.000185363,0.00679868,67.248,0.5ug Pfizer
87,10,0.499657,0.000100581,0.00870514,67.4334,0.5ug Pfizer
88,10,0.42916,0.000406536,0.0118949,66.1836,0.5ug Pfizer
89,10,0.497262,0.000148835,0.00669932,65.8591,0.5ug Pfizer
90,10,0.472896,0.000227222,0.00805146,67.4637,0.5ug Pfizer
91,10,0.530049,9.42799e-05,0.00811278,67.0806,0.5ug Pfizer
92,10,0.432109,9.57165e-05,0.0149206,67.0394,0.5ug Pfizer
93,10,0.485158,0.000135088,0.00952086,67.1524,0.5ug Pfizer
94,10,0.491897,0.000561674,0.00764612,67.0637,0.5ug Pfizer
95,10,0.492241,0.000305603,0.00631311,66.7184,0.5ug Pfizer
96,10,0.518663,0.000117603,0.00806949,67.394,0.5ug Pfizer
97,10,0.524312,0.000186579,0.00544834,66.5791,0.5ug Pfizer
98,10,0.518025,0.000266817,0.0084034,67.4638,0.5ug Pfizer
99,10,0.526428,0.000740192,0.00575567,67.2956,0.5ug Pfizer
100,10,0.518025,0.000266817,0.0084034,67.0957,0.5ug Pfizer
1,11,0.477156,0.000910918,0.00909165,67.0595,0.2ug Pfizer
2,11,0.470273,0.00132413,0.0131707,66.9069,0.2ug Pfizer
3,11,0.477156,0.000602877,0.00727177,67.3062,0.2ug Pfizer
4,11,0.455971,0.00135111,0.00560062,66.9267,0.2ug Pfizer
5,11,0.533813,0.001596,0.0100999,67.3773,0.2ug Pfizer
6,11,0.471911,0.00124542,0.00426117,68.3234,0.2ug Pfizer
7,11,0.428531,0.00207162,0.00997487,66.8419,0.2ug Pfizer
8,11,0.482402,0.00113512,0.00548685,66.2357,0.2ug Pfizer
9,11,0.45791,0.00152198,0.00998791,66.9436,0.2ug Pfizer
10,11,0.493798,0.00116624,0.00748123,66.2433,0.2ug Pfizer
11,11,0.455899,0.00111641,0.00647951,67.3326,0.2ug Pfizer
12,11,0.411066,0.00246636,0.00551889,68.0274,0.2ug Pfizer
13,11,0.460595,0.00243357,0.00385993,67.1475,0.2ug Pfizer
14,11,0.512111,0.00300067,0.00458601,67.8945,0.2ug Pfizer
15,11,0.482354,0.0029067,0.00796552,67.3694,0.2ug Pfizer
16,11,0.436712,0.000823025,0.00447094,68.0339,0.2ug Pfizer
17,11,0.465512,0.00075483,0.0101922,67.3342,0.2ug Pfizer
18,11,0.449674,0.00136764,0.0193574,67.4131,0.2ug Pfizer
19,11,0.461107,0.00137587,0.0122174,66.5829,0.2ug Pfizer
20,11,0.472409,0.00136764,0.00738196,67.4131,0.2ug Pfizer
21,11,0.432499,0.001884,0.00862984,66.6741,0.2ug Pfizer
22,11,0.504168,0.00121488,0.0085057,66.7752,0.2ug Pfizer
23,11,0.474362,0.00132685,0.00546691,66.3721,0.2ug Pfizer
24,11,0.494902,0.000615914,0.00600713,67.6307,0.2ug Pfizer
25,11,0.431133,0.000952689,0.00849049,66.999,0.2ug Pfizer
26,11,0.519523,0.00102324,0.00722558,67.086,0.2ug Pfizer
27,11,0.426875,0.0016274,0.00867441,67.1398,0.2ug Pfizer
28,11,0.473161,0.000914513,0.00792869,67.0758,0.2ug Pfizer
29,11,0.441244,0.000756579,0.00934883,66.3087,0.2ug Pfizer
30,11,0.401808,0.000445456,0.0170329,66.2679,0.2ug Pfizer
31,11,0.46407,0.000756579,0.0164373,66.3087,0.2ug Pfizer
32,11,0.436193,0.000810113,0.0118083,67.0991,0.2ug Pfizer
33,11,0.467902,0.0012191,0.00564731,67.3747,0.2ug Pfizer
34,11,0.433046,0.000643025,0.0104885,66.8507,0.2ug Pfizer
35,11,0.510989,0.00201725,0.0105201,67.2502,0.2ug Pfizer
36,11,0.433046,0.00173503,0.00355983,67.3317,0.2ug Pfizer
37,11,0.438278,0.00114159,0.0117329,66.8134,0.2ug Pfizer
38,11,0.417195,0.000625037,0.00821339,67.7648,0.2ug Pfizer
39,11,0.491303,0.00129514,0.0106077,67.091,0.2ug Pfizer
40,11,0.52594,0.00246355,0.00412621,67.3692,0.2ug Pfizer
41,11,0.472279,0.00191377,0.00382394,68.082,0.2ug Pfizer
42,11,0.51139,0.00180974,0.0093184,67.1054,0.2ug Pfizer
43,11,0.487185,0.000544178,0.00887573,67.9402,0.2ug Pfizer
44,11,0.516634,0.00137942,0.0114719,67.1859,0.2ug Pfizer
45,11,0.530116,0.00119032,0.00576708,67.4627,0.2ug Pfizer
46,11,0.452508,0.00144429,0.0107142,67.4618,0.2ug Pfizer
47,11,0.442708,0.00168645,0.00892659,66.8861,0.2ug Pfizer
48,11,0.478793,0.00051263,0.00562105,66.9163,0.2ug Pfizer
49,11,0.462461,0.00168645,0.00892659,67.4263,0.2ug Pfizer
50,11,0.478793,0.00110443,0.00562105,66.9163,0.2ug Pfizer
51,11,0.425381,0.00120805,0.00832869,67.4744,0.2ug Pfizer
52,11,0.483133,0.00112345,0.00954479,66.7348,0.2ug Pfizer
53,11,0.415531,0.000724626,0.00958143,67.6184,0.2ug Pfizer
54,11,0.455638,0.00142919,0.0119873,66.4025,0.2ug Pfizer
55,11,0.451707,0.00258985,0.00877373,67.47,0.2ug Pfizer
56,11,0.435491,0.0013066,0.00497195,66.2423,0.2ug Pfizer
57,11,0.498943,0.00152584,0.0092482,67.1838,0.2ug Pfizer
58,11,0.468363,0.00100846,0.0102075,68.2555,0.2ug Pfizer
59,11,0.493499,0.00262108,0.010892,66.5016,0.2ug Pfizer
60,11,0.448133,0.000799028,0.00549229,66.9519,0.2ug Pfizer
61,11,0.50794,0.00228629,0.00437214,67.1075,0.2ug Pfizer
62,11,0.442445,0.000885691,0.00995134,67.3941,0.2ug Pfizer
63,11,0.42833,0.00193405,0.0120241,67.8822,0.2ug Pfizer
64,11,0.45539,0.00104619,0.0168368,67.8617,0.2ug Pfizer
65,11,0.469641,0.002151,0.00692694,66.6531,0.2ug Pfizer
66,11,0.456773,0.0017652,0.00691917,67.0481,0.2ug Pfizer
67,11,0.498448,0.00177072,0.00692694,67.1056,0.2ug Pfizer
68,11,0.442932,0.000933095,0.00640203,66.6059,0.2ug Pfizer
69,11,0.389758,0.00281412,0.0138438,66.9705,0.2ug Pfizer
70,11,0.435691,0.000724236,0.0113887,66.4584,0.2ug Pfizer
71,11,0.493769,0.00133395,0.00754176,67.5207,0.2ug Pfizer
72,11,0.488182,0.000685612,0.0116166,66.4584,0.2ug Pfizer
73,11,0.480202,0.00142632,0.0051051,67.0724,0.2ug Pfizer
74,11,0.486524,0.00193666,0.0103991,67.7889,0.2ug Pfizer
75,11,0.493702,0.00197853,0.00482175,67.7134,0.2ug Pfizer
76,11,0.486524,0.00115912,0.0117844,67.4679,0.2ug Pfizer
77,11,0.423212,0.000695735,0.00763292,66.7901,0.2ug Pfizer
78,11,0.444941,0.000785301,0.00644693,67.939,0.2ug Pfizer
79,11,0.481007,0.00114829,0.0059819,67.3958,0.2ug Pfizer
80,11,0.425736,0.000783013,0.00882148,68.5417,0.2ug Pfizer
81,11,0.429238,0.000711246,0.0135073,67.2886,0.2ug Pfizer
82,11,0.473947,0.000928348,0.00958157,67.4789,0.2ug Pfizer
83,11,0.447548,0.00252364,0.00594051,66.7539,0.2ug Pfizer
84,11,0.449425,0.000663728,0.0147818,67.2348,0.2ug Pfizer
85,11,0.485958,0.00169403,0.00939666,66.6665,0.2ug Pfizer
86,11,0.449425,0.0005712,0.0147818,67.2348,0.2ug Pfizer
87,11,0.484192,0.00070627,0.010715,67.2684,0.2ug Pfizer
88,11,0.478029,0.00206464,0.0107295,67.5238,0.2ug Pfizer
89,11,0.411519,0.00115013,0.0181234,67.7837,0.2ug Pfizer
90,11,0.489352,0.00168727,0.0119147,67.8634,0.2ug Pfizer
91,11,0.445936,0.00105491,0.00915973,67.2064,0.2ug Pfizer
92,11,0.52248,0.00177851,0.00570291,67.5054,0.2ug Pfizer
93,11,0.461858,0.000828932,0.00974325,66.4967,0.2ug Pfizer
94,11,0.460476,0.00130245,0.00570291,67.5635,0.2ug Pfizer
95,11,0.486266,0.00104004,0.00645939,67.3613,0.2ug Pfizer
96,11,0.492018,0.00194574,0.00700823,67.3088,0.2ug Pfizer
97,11,0.424366,0.00139228,0.00718853,66.663,0.2ug Pfizer
98,11,0.461811,0.00128465,0.0117456,67.7991,0.2ug Pfizer
99,11,0.406744,0.0011655,0.0100274,66.6707,0.2ug Pfizer
100,11,0.469186,0.00154486,0.00988632,68.0672,0.2ug Pfizer
1,12,0.388705,0.00149436,0.00321393,67.5331,0.2ug Pfizer
2,12,0.375907,0.0047427,0.00428683,67.6815,0.2ug Pfizer
3,12,0.403319,0.00546593,0.00321393,65.7703,0.2ug Pfizer
4,12,0.375907,0.0047427,0.00885107,67.1171,0.2ug Pfizer
5,12,0.404018,0.00295023,0.00536752,66.4506,0.2ug Pfizer
6,12,0.398941,0.0047427,0.00843846,67.7885,0.2ug Pfizer
7,12,0.404018,0.0032511,0.00536752,66.4506,0.2ug Pfizer
8,12,0.389842,0.00428144,0.00433989,67.4122,0.2ug Pfizer
9,12,0.364165,0.0032511,0.00552743,66.4117,0.2ug Pfizer
10,12,0.384259,0.00428144,0.00505225,67.5668,0.2ug Pfizer
11,12,0.353111,0.00275746,0.0147027,67.5633,0.2ug Pfizer
12,12,0.363307,0.00326576,0.00694258,67.5668,0.2ug Pfizer
13,12,0.353111,0.00275746,0.0147027,67.1208,0.2ug Pfizer
14,12,0.380371,0.00389758,0.00588052,67.2695,0.2ug Pfizer
15,12,0.387096,0.00417708,0.00979129,66.1684,0.2ug Pfizer
16,12,0.380371,0.00389758,0.00405806,67.2544,0.2ug Pfizer
17,12,0.360056,0.00417708,0.0070666,65.6382,0.2ug Pfizer
18,12,0.380371,0.00389758,0.0056846,67.2544,0.2ug Pfizer
19,12,0.376583,0.00428871,0.00651304,65.912,0.2ug Pfizer
20,12,0.365787,0.00389758,0.0056846,67.2544,0.2ug Pfizer
21,12,0.401045,0.00298496,0.00651304,68.0113,0.2ug Pfizer
22,12,0.414754,0.00308105,0.00368892,67.3576,0.2ug Pfizer
23,12,0.428159,0.00414305,0.00882525,66.8735,0.2ug Pfizer
24,12,0.383876,0.00456702,0.00414971,67.8474,0.2ug Pfizer
25,12,0.357965,0.00111939,0.0064577,67.2661,0.2ug Pfizer
26,12,0.386939,0.00329384,0.00412236,67.0708,0.2ug Pfizer
27,12,0.393103,0.00110877,0.00674848,66.1102,0.2ug Pfizer
28,12,0.380899,0.00329384,0.00938242,66.1984,0.2ug Pfizer
29,12,0.384154,0.00451417,0.00615923,66.675,0.2ug Pfizer
30,12,0.36789,0.0023518,0.00702979,67.8079,0.2ug Pfizer
31,12,0.369843,0.00270522,0.00615923,66.9729,0.2ug Pfizer
32,12,0.36789,0.00338244,0.00857071,67.8079,0.2ug Pfizer
33,12,0.400387,0.00289113,0.0048069,68.339,0.2ug Pfizer
34,12,0.370903,0.00423251,0.0050643,67.1432,0.2ug Pfizer
35,12,0.386191,0.00282303,0.00480156,67.0374,0.2ug Pfizer
36,12,0.387165,0.00388248,0.00358267,66.703,0.2ug Pfizer
37,12,0.386191,0.00282303,0.00480156,66.9483,0.2ug Pfizer
38,12,0.378806,0.00388248,0.00439087,66.703,0.2ug Pfizer
39,12,0.393811,0.00616756,0.00324188,67.5596,0.2ug Pfizer
40,12,0.378806,0.00421246,0.00673875,66.89,0.2ug Pfizer
41,12,0.429789,0.00227226,0.0026479,66.2837,0.2ug Pfizer
42,12,0.400972,0.00316958,0.00491152,67.5018,0.2ug Pfizer
43,12,0.398081,0.00397548,0.00481744,66.5709,0.2ug Pfizer
44,12,0.387956,0.00294899,0.00462361,67.8384,0.2ug Pfizer
45,12,0.398081,0.00397548,0.00591308,66.867,0.2ug Pfizer
46,12,0.356309,0.00514742,0.007654,66.5909,0.2ug Pfizer
